order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,anomaly_type
0cf80be143500050973f324c3e068196,delivered,2018-07-26 14:33:26,2018-07-26 14:45:08,2018-07-26 13:32:00,2018-07-30 22:22:08,2018-08-15,carrier_before_purchase
28fb57d39d543fade1e8fa4804f7483e,delivered,2018-06-07 14:47:17,2018-06-07 15:18:51,2018-06-07 14:09:00,2018-06-20 11:28:36,2018-07-11,carrier_before_purchase
6192897f85cb2aff6dd1fca56fddb45e,delivered,2018-07-18 13:34:22,2018-07-18 13:50:12,2018-07-18 11:33:00,2018-07-26 15:02:53,2018-08-03,carrier_before_purchase
c76b75e541b06461ec9cf363fd962ee3,delivered,2018-05-23 15:50:05,2018-05-23 16:16:01,2018-05-23 14:51:00,2018-06-07 19:31:51,2018-07-02,carrier_before_purchase
d19e65e88e48b013c91b0e77c852d06e,delivered,2018-06-08 16:40:18,2018-06-08 19:31:01,2018-06-08 15:31:00,2018-06-23 18:28:47,2018-07-18,carrier_before_purchase
e1bea0700731c9179b4e7e2e0183aa14,delivered,2018-08-03 15:37:48,2018-08-03 15:55:20,2018-08-03 15:09:00,2018-08-08 20:28:35,2018-08-15,carrier_before_purchase
a103ca0d5926c0afb6a2892545f93a7c,delivered,2018-05-16 14:37:16,2018-05-16 15:18:06,2018-05-16 14:05:00,2018-06-02 17:27:55,2018-06-07,carrier_before_purchase
a14cb0a59ebadf133edc5ccb9ccfc0e7,delivered,2018-06-26 15:38:05,2018-06-26 15:56:48,2018-06-26 15:18:00,2018-06-28 21:38:33,2018-07-12,carrier_before_purchase
33526a04c7941ab386cc410962b171a0,delivered,2018-07-24 13:43:20,2018-07-24 13:55:23,2018-07-24 13:03:00,2018-07-30 12:26:29,2018-08-17,carrier_before_purchase
31baa0ae964c43e70c451e1928483669,delivered,2018-08-23 10:13:22,2018-08-23 10:25:32,2018-08-23 08:54:00,2018-08-25 12:28:46,2018-09-13,carrier_before_purchase
fcb9ec0e86e6d326a21a96c2008c8610,delivered,2018-08-16 16:28:13,2018-08-16 16:49:04,2018-08-16 16:27:00,2018-08-20 19:54:47,2018-09-03,carrier_before_purchase
5b9075f2428968c2587dad5024af0f63,delivered,2018-06-26 11:24:48,2018-06-26 11:35:59,2018-06-26 10:58:00,2018-07-12 14:37:43,2018-07-25,carrier_before_purchase
1046a71a57b33b4a92f9f932237f1ab0,delivered,2018-07-31 13:56:17,2018-07-31 14:05:11,2018-07-31 12:57:00,2018-08-03 17:12:13,2018-08-17,carrier_before_purchase
1388e91d7d43769d6bd71f89a48a2929,delivered,2018-06-18 14:04:50,2018-06-18 14:19:43,2018-06-18 12:22:00,2018-06-25 22:08:40,2018-07-16,carrier_before_purchase
f2a150c813c1eb96fd1883c1ed8fd9e5,delivered,2018-06-19 10:14:30,2018-06-19 10:37:37,2018-06-19 10:14:00,2018-06-27 17:04:42,2018-07-24,carrier_before_purchase
2ea06e4e577c7be86e2e35ab0d7e74b8,delivered,2018-05-09 13:14:53,2018-05-09 13:35:00,2018-05-09 12:52:00,2018-05-15 15:38:51,2018-05-28,carrier_before_purchase
e23c9dcc304042fa90d538be679fa68d,delivered,2018-06-13 11:41:23,2018-06-13 13:31:40,2018-06-13 09:53:00,2018-06-25 13:57:31,2018-07-11,carrier_before_purchase
9dafdbeb6a7b7240bc32fd6861c42f54,delivered,2018-06-07 13:02:12,2018-06-07 13:18:07,2018-06-07 12:02:00,2018-06-13 23:12:06,2018-07-05,carrier_before_purchase
e300c76076c4b56031abe6f3ff54817f,delivered,2018-08-15 10:59:22,2018-08-15 11:24:10,2018-08-15 10:27:00,2018-08-21 17:21:15,2018-08-29,carrier_before_purchase
e0017093576ff7e25777c2d023eb1cd9,delivered,2018-06-26 14:57:28,2018-06-26 15:16:21,2018-06-26 14:50:00,2018-06-28 21:48:51,2018-08-01,carrier_before_purchase
154029fef0e3e2f72ef09775cc9d1af1,delivered,2018-05-22 11:29:21,2018-05-22 11:53:51,2018-05-22 10:46:00,2018-06-07 20:58:39,2018-06-21,carrier_before_purchase
ab815320404ada153a9d06f166c961dc,delivered,2018-05-17 09:48:09,2018-05-17 10:38:29,2018-05-17 09:45:00,2018-05-30 21:12:35,2018-06-13,carrier_before_purchase
800bb72be8df9c5372c6a4235d38de9b,delivered,2018-05-14 14:55:29,2018-05-14 15:17:28,2018-05-14 14:47:00,2018-05-20 16:08:26,2018-05-30,carrier_before_purchase
7c48bb55e8e4f7e56d412e9653db37bc,delivered,2018-07-16 18:40:53,2018-07-16 18:50:22,2018-01-26 13:35:00,2018-07-23 20:04:45,2018-08-07,carrier_before_purchase
ece7b7cba1247b9ac059fc6a6528a075,delivered,2018-05-15 15:17:06,2018-05-15 15:35:12,2018-05-15 15:05:00,2018-05-25 10:18:23,2018-06-11,carrier_before_purchase
bb3164e0236b64b580d475215f1004d2,delivered,2018-06-19 15:12:47,2018-06-19 15:37:45,2018-06-19 13:58:00,2018-06-22 21:56:47,2018-07-11,carrier_before_purchase
b39c24b97fedca1cb67932d9864957c6,delivered,2018-06-18 13:48:28,2018-06-18 14:19:16,2018-06-18 12:53:00,2018-07-03 16:46:44,2018-07-12,carrier_before_purchase
b6ab1ce66f41dbbd8e998bfb0eab8bd5,delivered,2018-06-26 14:14:25,2018-06-26 14:34:15,2018-06-26 13:53:00,2018-06-30 18:18:32,2018-07-31,carrier_before_purchase
4048feff4f2e6e394bcaf4981d27a9bd,delivered,2018-06-25 11:59:16,2018-06-25 12:13:40,2018-06-25 11:56:00,2018-06-26 20:45:42,2018-07-05,carrier_before_purchase
55b653f93de6e994b6dda90f615c7a8f,delivered,2018-04-30 13:05:23,2018-04-30 13:15:21,2018-04-30 13:01:00,2018-05-04 18:03:43,2018-05-21,carrier_before_purchase
995e90c3995e0f19a9579b90c6dcbad2,delivered,2018-07-04 14:52:16,2018-07-05 16:11:47,2018-07-04 14:51:00,2018-07-10 17:48:23,2018-08-07,carrier_before_purchase
d5b8231ec694904371f3efcd3450ee94,delivered,2018-06-06 14:58:22,2018-06-06 15:13:46,2018-06-06 14:34:00,2018-06-14 01:38:35,2018-07-17,carrier_before_purchase
42a212a14fd3e3b7e9c8245a00e35369,delivered,2018-07-26 13:37:11,2018-07-26 13:50:54,2018-07-26 12:52:00,2018-08-01 20:02:09,2018-08-15,carrier_before_purchase
6f27ae84e8f6ee63438f59c04830b28a,delivered,2018-06-19 14:58:59,2018-06-19 15:19:48,2018-06-19 14:26:00,2018-07-05 23:42:22,2018-07-16,carrier_before_purchase
fd58bdbb6cc5d7519e063c3ceb7e951b,delivered,2018-04-25 13:02:26,2018-04-25 13:15:26,2018-04-25 12:36:00,2018-05-08 16:32:17,2018-05-28,carrier_before_purchase
0fa2c93bbfbce2c287bb56660c3998e3,delivered,2018-06-18 14:54:21,2018-06-18 15:17:12,2018-06-18 14:06:00,2018-06-28 18:41:14,2018-07-25,carrier_before_purchase
8c8005895f46f6c1bdf16697c70e645a,delivered,2018-08-17 15:57:10,2018-08-17 16:10:14,2018-08-17 14:56:00,2018-08-25 16:08:37,2018-09-19,carrier_before_purchase
ba6a0a51f6852a4e562acc5feb6ca75e,delivered,2018-06-12 14:14:08,2018-06-12 14:46:10,2018-06-12 13:50:00,2018-06-19 17:46:35,2018-07-05,carrier_before_purchase
c3c86ecc0f7508ffce2a4662f49d9d8b,delivered,2018-05-14 12:42:52,2018-05-14 12:55:25,2018-05-14 12:25:00,2018-05-18 14:12:20,2018-06-01,carrier_before_purchase
91be51c856a90d7efe86cf9d082d6ae3,delivered,2018-06-12 15:58:03,2018-06-12 16:32:26,2018-06-12 15:44:00,2018-06-15 15:42:07,2018-07-12,carrier_before_purchase
ffcc17a2f3331d4d25cf692060921690,delivered,2018-06-29 14:41:28,2018-06-29 14:50:16,2018-06-29 14:40:00,2018-07-03 16:14:35,2018-07-13,carrier_before_purchase
fe206005e41f89f9759ece7fe7acc9c3,delivered,2018-06-25 15:05:27,2018-06-25 15:18:59,2018-06-25 14:08:00,2018-07-03 20:10:15,2018-07-23,carrier_before_purchase
819c0a8de9efdc8a6886525a06dc7967,delivered,2018-07-04 16:10:42,2018-07-05 16:21:06,2018-07-04 15:30:00,2018-07-12 15:08:34,2018-07-26,carrier_before_purchase
9ac6f439f70af60a204c7d47285fa099,delivered,2018-08-16 15:46:02,2018-08-16 15:55:24,2018-08-16 14:20:00,2018-08-21 19:55:34,2018-08-28,carrier_before_purchase
1d54af1bf3179b54f046212de28f8bc7,delivered,2018-08-09 08:37:26,2018-08-09 08:50:35,2018-08-09 08:33:00,2018-08-17 21:03:54,2018-09-05,carrier_before_purchase
48300f948ed1d70ff6e5f733e30e5816,delivered,2018-06-21 14:37:50,2018-06-21 14:59:59,2018-06-21 13:09:00,2018-07-06 14:51:09,2018-07-24,carrier_before_purchase
f0755c7d99a4a7f0bfa967f87d657855,delivered,2018-07-05 12:26:16,2018-07-05 16:32:14,2018-07-05 12:23:00,2018-07-13 21:27:50,2018-08-02,carrier_before_purchase
eab659d04f2bba5abfe11a2e6ef92bd0,delivered,2018-06-05 13:24:11,2018-06-05 14:31:11,2018-06-05 12:34:00,2018-06-08 20:34:21,2018-07-11,carrier_before_purchase
3ed559dec69ab96d9074fedaf18650eb,delivered,2018-06-15 13:20:09,2018-06-15 13:44:37,2018-06-15 11:22:00,2018-06-26 15:53:25,2018-07-23,carrier_before_purchase
0474da9403011efc4abd2bf594e9b68b,delivered,2018-08-08 13:18:36,2018-08-08 13:30:15,2018-08-08 12:19:00,2018-08-13 22:10:52,2018-08-29,carrier_before_purchase
1cb3c680ddf904752646028ee22073a4,delivered,2018-07-27 14:08:38,2018-07-27 14:24:04,2018-07-27 14:08:00,2018-08-02 18:56:47,2018-08-07,carrier_before_purchase
9e85367165bb242141b1f2638d6fc239,delivered,2018-07-05 13:40:19,2018-07-05 16:31:55,2018-07-05 12:45:00,2018-07-12 23:12:12,2018-08-03,carrier_before_purchase
6f09086a54ed13a7f152d6339e2ee5a3,delivered,2018-06-26 09:51:04,2018-06-26 10:18:00,2018-06-26 09:08:00,2018-06-28 16:32:10,2018-07-20,carrier_before_purchase
dadc329b35c6c0dcbe7c3ddb1923f51a,delivered,2018-06-29 16:01:12,2018-06-29 16:11:43,2018-06-29 15:47:00,2018-07-05 20:54:44,2018-07-31,carrier_before_purchase
cf5c8d9f52807cb2d2f0a0ff54c478da,delivered,2018-08-24 13:04:05,2018-08-24 13:24:27,2018-08-24 12:00:00,2018-08-30 19:11:50,2018-10-05,carrier_before_purchase
0a84606bdb8331708400882d2e921524,delivered,2018-06-29 16:28:41,2018-06-29 16:51:20,2018-06-29 14:47:00,2018-07-03 14:44:33,2018-07-17,carrier_before_purchase
1c958182f10d6fcbac7728c8d3a151f1,delivered,2018-07-23 15:09:44,2018-07-23 16:05:15,2018-07-23 14:52:00,2018-08-01 21:05:05,2018-08-14,carrier_before_purchase
00d2559e61b9a0744a0552c35c5ecccb,delivered,2018-06-11 12:24:48,2018-06-11 13:32:18,2018-06-11 12:05:00,2018-06-18 16:51:52,2018-06-28,carrier_before_purchase
8299066c13f491b4cf9bdb486d2058c2,delivered,2018-05-14 12:53:23,2018-05-14 13:17:03,2018-05-14 12:43:00,2018-05-23 21:21:54,2018-06-06,carrier_before_purchase
1c723386781fca8d1e45ac747914962a,delivered,2018-08-06 15:47:47,2018-08-06 15:55:15,2018-08-06 15:06:00,2018-08-14 18:53:24,2018-08-23,carrier_before_purchase
c45408df26d1ce2b64518a9a9d65fd04,delivered,2018-08-16 17:11:46,2018-08-16 17:29:05,2018-08-16 16:13:00,2018-08-22 14:33:43,2018-09-05,carrier_before_purchase
e65f1eeee1f52024ad1dcd03447f7482,delivered,2018-05-18 15:03:19,2018-05-18 15:15:37,2018-05-18 15:00:00,2018-05-19 12:28:30,2018-05-29,carrier_before_purchase
7ce4e38f4eadd993bb5b2e60bb7f7bec,delivered,2018-08-08 14:46:45,2018-08-08 15:05:01,2018-08-08 13:29:00,2018-08-15 18:55:45,2018-08-28,carrier_before_purchase
69aca49c98f05af05bec6fa1f87a3059,delivered,2018-07-20 13:19:19,2018-07-20 13:30:13,2018-07-20 12:01:00,2018-07-25 17:03:35,2018-08-14,carrier_before_purchase
7fb538147fab748faf726e6706589b74,delivered,2018-08-16 14:26:06,2018-08-16 15:24:46,2018-08-16 14:19:00,2018-08-21 19:14:28,2018-09-03,carrier_before_purchase
44dd8e3e7650c35a1973a42498626ded,delivered,2018-07-13 15:08:43,2018-07-13 15:24:01,2018-07-13 14:36:00,2018-07-16 11:14:27,2018-07-23,carrier_before_purchase
64ff09b60c2714ff11ebcf304ed21fb6,delivered,2018-07-31 14:04:37,2018-07-31 14:31:37,2018-07-31 13:34:00,2018-08-07 14:41:43,2018-08-10,carrier_before_purchase
71fecd3061e596fd59e65e9d62886535,delivered,2018-05-08 14:17:52,2018-05-08 14:30:18,2018-05-08 13:43:00,2018-05-22 19:08:28,2018-06-12,carrier_before_purchase
12052ac6aa067434388199224c0f11bc,delivered,2018-07-31 13:16:33,2018-07-31 13:25:25,2018-07-31 12:51:00,2018-08-09 21:15:51,2018-08-28,carrier_before_purchase
60f7dee462ea29c73d75c9dcccf5d870,delivered,2018-06-15 07:32:22,2018-06-15 08:00:16,2018-06-15 07:00:00,2018-06-21 17:56:54,2018-07-19,carrier_before_purchase
10251da35626072605d693e816f297ca,delivered,2018-08-13 15:27:36,2018-08-13 15:49:00,2018-08-13 14:45:00,2018-08-16 18:41:34,2018-08-21,carrier_before_purchase
97d3870e43e40f4dcac70eec95a6b146,delivered,2018-08-10 12:23:32,2018-08-10 12:35:24,2018-08-10 12:11:00,2018-08-23 22:48:34,2018-09-18,carrier_before_purchase
2d26e963bdb342dbdae1fad7ad2ea511,delivered,2018-08-14 12:35:00,2018-08-14 12:50:18,2018-08-14 12:23:00,2018-08-21 19:18:51,2018-08-27,carrier_before_purchase
4381b4b79d51e72e0eb56a2fd1aea7b9,delivered,2018-05-18 14:39:06,2018-05-18 14:57:40,2018-05-18 13:51:00,2018-06-07 15:21:25,2018-06-08,carrier_before_purchase
8b5512b2679b86761e6aadc28ed91762,delivered,2018-08-03 14:39:54,2018-08-03 14:50:14,2018-08-03 13:57:00,2018-08-22 18:03:43,2018-10-01,carrier_before_purchase
bd47f29a1a6ede24f9dd4d5ca6027dd4,delivered,2018-07-16 15:34:37,2018-07-16 15:45:19,2018-07-16 14:29:00,2018-07-24 09:41:51,2018-08-08,carrier_before_purchase
692f4207d359fbf24d641b1470721130,delivered,2018-06-04 12:10:06,2018-06-04 12:31:17,2018-06-04 11:04:00,2018-06-21 21:56:34,2018-07-17,carrier_before_purchase
129b63bc323d7b5b2965a143b2e72cc7,delivered,2018-05-30 14:33:24,2018-05-30 14:57:24,2018-05-30 14:33:00,2018-06-08 13:58:41,2018-07-05,carrier_before_purchase
c6f11a51ee3384a11e50cc55dc685c24,delivered,2018-08-15 14:02:44,2018-08-15 14:24:18,2018-08-15 13:56:00,2018-08-21 10:15:44,2018-08-28,carrier_before_purchase
07f770114a6de1a65f865bf22d8bb20a,delivered,2018-08-06 09:17:53,2018-08-06 09:30:16,2018-08-06 08:44:00,2018-08-09 16:40:37,2018-08-16,carrier_before_purchase
ed274ecbd297951203b23b1e071eb593,delivered,2018-05-15 15:33:44,2018-05-15 15:56:03,2018-05-15 14:13:00,2018-05-18 16:48:50,2018-05-30,carrier_before_purchase
771e9bbd641d86a4ee75fe80bdf61d7b,delivered,2018-06-13 13:00:21,2018-06-13 13:17:05,2018-06-13 12:00:00,2018-06-21 22:56:45,2018-07-17,carrier_before_purchase
70f814478ea3019fff8677f0aca6a54b,delivered,2018-08-23 15:58:16,2018-08-23 16:10:22,2018-08-23 15:31:00,2018-08-27 18:54:37,2018-08-28,carrier_before_purchase
9711d975b961355b4b5d636857e48498,delivered,2018-06-13 15:23:50,2018-06-13 15:38:18,2018-06-13 13:15:00,2018-06-26 00:33:48,2018-06-29,carrier_before_purchase
6c28cf68e8389e5024135b3d33d8a987,delivered,2018-05-09 12:23:00,2018-05-09 12:35:53,2018-05-09 11:09:00,2018-05-21 19:31:32,2018-05-28,carrier_before_purchase
db090a16182b263b1e896bb26c6f66cf,delivered,2018-07-13 16:14:08,2018-07-13 16:44:09,2018-07-13 13:59:00,2018-07-27 11:34:31,2018-08-06,carrier_before_purchase
8c3ef96e828b5894ec632ba10985867d,delivered,2018-08-23 15:50:07,2018-08-23 16:05:38,2018-08-23 15:31:00,2018-08-27 19:11:17,2018-09-06,carrier_before_purchase
42d23fff3eee93c6c3b0ac65d3ca1e93,delivered,2018-06-30 09:11:46,2018-06-30 09:30:32,2018-06-30 08:58:00,2018-07-05 22:51:46,2018-07-27,carrier_before_purchase
9292a5004e4adeb999700abae47eb13b,delivered,2018-05-30 14:32:46,2018-05-30 14:57:32,2018-05-30 13:40:00,2018-06-11 18:32:29,2018-07-13,carrier_before_purchase
52a547866cd2082c600fb72eced19331,delivered,2018-05-16 15:02:31,2018-05-16 15:19:36,2018-05-16 14:29:00,2018-05-21 16:53:46,2018-06-05,carrier_before_purchase
514988a3e142461049264d74b768b365,delivered,2018-07-31 16:20:05,2018-07-31 17:31:07,2018-07-31 16:18:00,2018-08-06 17:31:56,2018-08-16,carrier_before_purchase
df9a83542974f3a48afb63552d2f4bc5,delivered,2018-08-21 15:19:04,2018-08-21 15:30:38,2018-08-21 14:36:00,2018-08-24 12:03:31,2018-09-06,carrier_before_purchase
448a4837b41e7f24ad7dabafe574c842,delivered,2018-06-14 14:28:01,2018-06-14 14:58:51,2018-06-14 14:20:00,2018-06-25 16:18:43,2018-07-17,carrier_before_purchase
5fc25db83662b2660bd61440ba3ec9b8,delivered,2018-07-31 14:50:52,2018-07-31 15:44:29,2018-07-31 13:43:00,2018-08-06 16:41:40,2018-08-15,carrier_before_purchase
8e2180a4fcb4cc57d8e0737c95cd4d28,delivered,2018-07-03 14:21:21,2018-07-05 16:33:00,2018-07-03 13:32:00,2018-07-06 19:06:36,2018-07-27,carrier_before_purchase
7a23cfcc5fcb50ed8cfd257506a5e84b,delivered,2018-05-04 15:07:26,2018-05-04 15:15:23,2018-05-04 13:50:00,2018-05-09 17:58:47,2018-05-25,carrier_before_purchase
7f01243bfbb619e73796571192245fce,delivered,2018-08-23 14:14:37,2018-08-23 14:25:56,2018-08-23 14:10:00,2018-08-24 15:58:33,2018-09-04,carrier_before_purchase
71435a06cf53842e055368f881a38b61,delivered,2018-07-25 15:40:26,2018-07-25 15:55:10,2018-07-25 14:38:00,2018-07-28 18:46:39,2018-08-10,carrier_before_purchase
119060af27b04f5fae8b2b0e27eef7f9,delivered,2018-06-11 14:34:47,2018-06-12 09:31:54,2018-06-11 12:45:00,2018-06-14 22:18:58,2018-07-05,carrier_before_purchase
719beedd6c2193b3e1e1ea1d2706eaf1,delivered,2018-06-20 14:02:25,2018-06-20 14:18:42,2018-06-20 13:32:00,2018-06-21 15:04:21,2018-07-05,carrier_before_purchase
35c66e9b12fe72dbb0b8d34af424c3cf,delivered,2018-08-01 14:19:23,2018-08-01 14:30:19,2018-08-01 14:09:00,2018-08-02 19:58:20,2018-08-06,carrier_before_purchase
9546aa638d07ac340a91c59b0b2dee96,delivered,2018-08-10 16:05:40,2018-08-10 16:15:17,2018-08-10 15:18:00,2018-08-15 19:04:02,2018-08-27,carrier_before_purchase
5fbe0933118a1dec4ac5424ef0ed0686,delivered,2018-07-06 08:48:19,2018-07-06 09:11:19,2018-07-06 08:22:00,2018-07-10 23:31:44,2018-07-27,carrier_before_purchase
9e6928e55ec6948338048d72ebdf2305,delivered,2018-04-27 15:12:36,2018-04-27 15:32:59,2018-04-27 15:08:00,2018-05-07 19:03:52,2018-05-29,carrier_before_purchase
2ac520de90670f0cb695af6630a00c4a,delivered,2018-05-30 15:41:11,2018-05-30 15:55:22,2018-05-30 14:55:00,2018-06-14 17:28:41,2018-07-03,carrier_before_purchase
385de16f1457125fdef85002bdc4f7d4,delivered,2018-08-16 16:45:08,2018-08-16 16:55:29,2018-08-16 15:17:00,2018-08-20 20:42:42,2018-08-23,carrier_before_purchase
89d32b64af005178b318f76cd60f2c3c,delivered,2018-07-06 11:54:40,2018-07-06 12:11:05,2018-07-06 09:48:00,2018-07-10 11:44:45,2018-07-27,carrier_before_purchase
421deffec215845f8632fb3543789f86,delivered,2018-08-24 14:05:59,2018-08-24 14:24:29,2018-08-24 13:46:00,2018-08-30 20:32:08,2018-09-11,carrier_before_purchase
972976cb62fb977bfbc253219799e486,delivered,2018-07-20 11:15:51,2018-07-20 11:25:13,2018-07-20 10:27:00,2018-08-08 20:46:24,2018-08-07,carrier_before_purchase
9ddadedc86122b4be334ddb751017997,delivered,2018-07-05 16:06:25,2018-07-05 16:35:55,2018-07-05 15:29:00,2018-07-09 15:52:25,2018-07-30,carrier_before_purchase
978314826289d9ec86d6d6a627eaf810,delivered,2018-05-05 10:58:56,2018-05-05 11:15:10,2018-05-05 09:38:00,2018-05-10 16:14:39,2018-05-25,carrier_before_purchase
4e3cc1c522e0aef1e726d2f9eaeb8807,delivered,2018-07-04 14:47:12,2018-07-05 16:32:54,2018-07-04 14:40:00,2018-07-09 19:46:43,2018-07-25,carrier_before_purchase
4021cd7611d6d9ce5ffcd24817fc374f,delivered,2018-08-18 11:49:40,2018-08-18 12:10:30,2018-08-14 06:22:00,2018-08-29 04:41:53,2018-08-30,carrier_before_purchase
2e404f3ac4dd39d7054b4cbb88ce2c35,delivered,2018-05-04 09:49:02,2018-05-04 10:11:27,2018-05-04 09:41:00,2018-05-09 12:08:37,2018-05-24,carrier_before_purchase
ba992a67b91b76a97c227e1ad48658f5,delivered,2018-08-03 14:48:15,2018-08-03 15:04:13,2018-08-03 13:58:00,2018-08-14 20:32:31,2018-08-30,carrier_before_purchase
15e67a6eec264915cd81f8f57dbacd81,delivered,2018-08-07 14:05:50,2018-08-07 14:15:17,2018-08-07 12:39:00,2018-08-13 13:58:45,2018-08-21,carrier_before_purchase
e4c540c341b9a50b1a1b28e71867eb5b,delivered,2018-04-26 15:55:42,2018-04-26 16:11:01,2018-04-26 14:55:00,2018-04-27 17:24:52,2018-05-09,carrier_before_purchase
cab5ff5f1347330a7576a8aa80bd1774,delivered,2018-06-27 11:57:41,2018-06-27 12:10:12,2018-06-27 11:10:00,2018-07-02 15:03:45,2018-07-18,carrier_before_purchase
12e4fbad3ebed6412967a3fd5818c456,delivered,2018-06-13 11:43:43,2018-06-13 12:32:39,2018-06-13 11:43:00,2018-06-22 21:32:34,2018-07-18,carrier_before_purchase
f79be098ac7bd8ee0c272aa8f6b61d50,delivered,2018-07-10 15:33:31,2018-07-10 15:46:42,2018-07-10 14:35:00,2018-07-13 18:57:41,2018-07-25,carrier_before_purchase
ac284fb15053d666dfb6128354f0e662,delivered,2018-08-22 14:14:50,2018-08-22 14:25:19,2018-08-22 13:46:00,2018-08-28 21:32:27,2018-09-14,carrier_before_purchase
