order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ee1c259624feb697ba9a84a268f77cfa,1d877053716a2f3be7e0c13096eb75f1,shipped,2018-02-22 19:22:04,2018-02-22 19:35:26,2018-02-23 20:47:18,,2018-03-19 00:00:00
d5a9c802f335dab69b88e69434d0dd43,8078795898cf354a167e8832f263774f,delivered,2018-03-08 11:38:27,2018-03-08 11:50:46,2018-03-09 22:58:46,2018-04-17 18:48:22,2018-04-02 00:00:00
74a243809fa8841223db188cbcc488ab,6d8642f4096c5670ea62758a8c921a7f,delivered,2018-01-10 11:22:49,2018-01-10 11:33:23,2018-01-15 16:24:06,2018-02-07 14:13:10,2018-02-21 00:00:00
00a77f9cc25b05b2004752593d7b8888,acb6cc6ec99086b8b53c858a0731c189,delivered,2017-06-22 19:53:24,2017-06-22 20:05:22,2017-06-23 12:33:16,2017-07-07 21:45:44,2017-07-14 00:00:00
7a268da1c6173cf3d0847a89afdaf84e,293407b5065d8fd7fa7077179c1cca3b,delivered,2018-07-23 19:10:00,2018-07-24 10:31:39,2018-07-24 13:54:00,2018-08-14 17:21:32,2018-08-10 00:00:00
dd501072091c950a1e6bb5ea9182df2a,345498125da8b61f64def813c4a2db79,delivered,2018-03-12 13:32:14,2018-03-12 14:08:39,2018-03-26 19:04:26,2018-05-14 15:18:58,2018-05-02 00:00:00
e639eb028398f98b7958207b2a45684c,4cbe7cdb500ac94cf673f67c9f28d8c3,delivered,2018-03-03 09:57:04,2018-03-05 14:20:25,2018-03-09 22:24:48,2018-03-21 23:26:46,2018-04-06 00:00:00
4c8c092a897404409eb4858b2c35f100,a82a9ed42b002098621df8124fefd4ff,delivered,2018-08-07 08:40:31,2018-08-07 08:50:16,2018-08-13 12:42:00,2018-08-14 17:51:20,2018-08-10 00:00:00
2f30c0b1905c65a8ff6c6358bc909625,e963d0e4f815dcd28b135d7d340ec51a,unavailable,2017-12-08 09:32:48,2017-12-09 13:30:49,,,2018-01-03 00:00:00
e2beeb3a428f811804079bc11b23c0c0,31665bd5bc542687ab54c9fd9ed9917b,processing,2017-12-28 12:46:11,2017-12-28 12:54:49,,,2018-01-24 00:00:00
67174eff886029c2cc97d11c74eea9a7,6f8a90f42a1120e42bf3db98b595040f,delivered,2017-11-25 12:47:46,2017-11-27 21:51:28,2017-11-29 16:19:03,2017-12-10 21:06:16,2017-12-26 00:00:00
f8c9df743a18aeeedd550486dbe39689,ff4512b27e3f8d9774f6e01ceb951035,delivered,2018-06-07 17:52:27,2018-06-07 18:17:22,2018-06-08 09:58:00,2018-06-19 15:58:51,2018-07-11 00:00:00
c2dccf148a1561c27d90870e67e507ca,3b92ef3cb3cb54cc1e20bf7f23c6027c,delivered,2017-09-04 19:27:44,2017-09-04 19:35:14,2017-09-08 16:38:08,2017-09-19 18:08:26,2017-09-25 00:00:00
6d6dab0b5b471af95c0b7a114b5242f4,9f7be3ecb950aed145871dd613cbb06a,delivered,2018-01-03 00:43:53,2018-01-03 17:11:28,2018-01-05 13:12:50,2018-01-09 18:25:49,2018-01-26 00:00:00
28261c529e96c64f072a17b839812d63,2dbd4a021efca34f591c4bee3a821161,delivered,2017-09-18 15:41:27,2017-09-18 15:50:26,2017-09-20 13:29:00,2017-09-25 21:33:03,2017-09-28 00:00:00
c16256c7228171d97729420953ec9536,1023dd567f41a452ce0c70f981369c63,delivered,2017-12-08 00:54:23,2017-12-08 01:32:38,2017-12-08 23:57:19,2017-12-18 21:35:52,2018-01-08 00:00:00
83df1c60b1394882b9a376fa1ddd152c,7c877977fd808529b66886f0ff111575,delivered,2017-06-03 15:30:37,2017-06-03 15:42:03,2017-06-06 15:05:54,2017-07-05 15:39:44,2017-06-28 00:00:00
b7be5e58fd37e6165dbb39e8362c8446,021ed85d23b734289c4dd0c827a3559e,unavailable,2017-06-29 18:07:49,2017-06-29 18:23:47,,,2017-08-02 00:00:00
dacce96767ea2ce331e38a5ebcac5f25,315f814caff07be0d7cf52346a07adf1,delivered,2018-01-13 18:32:59,2018-01-13 18:49:53,2018-01-19 14:52:00,2018-01-27 12:48:58,2018-02-09 00:00:00
59969aa08998ef1dda379be25f84a6bf,666b6fa78c58b89047e516058ffaab77,delivered,2017-04-09 13:47:43,2017-04-09 14:04:57,2017-04-10 13:29:28,2017-04-17 19:03:15,2017-05-02 00:00:00
1b60d2efd91abb75b6a78ba9041a3f15,22db58570a862e5c0f00125981ddf293,delivered,2017-11-06 14:17:00,2017-11-06 15:31:06,2017-11-08 20:26:48,2017-11-24 23:27:54,2017-12-01 00:00:00
c1049eef89915c6beb3604bf3d6588d7,ed16865bcadcea1a00a928bf418a74bf,canceled,2018-02-05 23:08:11,2018-02-05 23:29:26,2018-02-09 22:13:01,,2018-03-07 00:00:00
d905856c062516e1bd43377034e5c615,5f174de9b3c05f164681fb0f3e47f453,delivered,2017-09-20 18:34:24,2017-09-20 18:45:41,2017-09-21 17:34:06,2017-11-03 12:32:33,2017-10-11 00:00:00
bb82d1c94323c38a3d8124414a6a5ca5,3aac1b9595d8ad08680f3d00d5afc432,shipped,2017-07-30 17:09:00,2017-08-02 02:34:10,2017-08-07 12:32:08,,2017-08-30 00:00:00
48ad3f692af89318f508cd0b50f68b41,1c5c0870a06762e283d8939e79241a4c,delivered,2017-03-26 17:05:31,2017-03-26 17:15:15,2017-03-28 12:28:14,2017-04-03 16:51:59,2017-04-13 00:00:00
a785f992778e63bfb3b2288b684217a2,3902d933b5018c132ea3fb1db8d8762e,delivered,2017-10-22 14:46:44,2017-10-22 14:56:18,2017-10-23 14:44:12,2017-10-30 19:29:35,2017-11-09 00:00:00
23d42019f5dad56f22fc05644f13b3fb,61d9efa8dc12c7bc61c2a3a7ae74fdf6,delivered,2018-02-21 15:23:21,2018-02-22 02:10:38,2018-02-23 22:32:15,2018-03-08 10:24:53,2018-03-19 00:00:00
6241cda1675cb9e42e0a934f7c71812a,8b28d65024bde74b024ae8c9326adf50,delivered,2017-08-03 12:52:45,2017-08-03 14:50:15,2017-08-08 21:47:32,2017-08-23 01:23:37,2017-08-25 00:00:00
e6f4802ce2213981609f7384568b3a1d,25766e8a0df0553dc9010f3eca6dfacd,delivered,2017-08-24 10:08:04,2017-08-24 10:24:32,2017-09-13 16:17:00,2017-09-20 20:15:48,2017-09-18 00:00:00
8fccc7922426ac1c14efd13857e57bff,32834f417c58e990729ae8a42aee0a1a,delivered,2017-03-19 17:02:45,2017-03-19 17:02:45,2017-03-24 10:07:35,2017-03-29 09:56:14,2017-04-10 00:00:00
5e42950b6aa90d698e75af4e41641386,c9fe1c67c4d2d851dd6d1a81751636a2,delivered,2017-05-11 16:21:10,2017-05-11 16:35:09,2017-05-16 15:29:09,2017-06-27 09:32:09,2017-06-14 00:00:00
bef875448d5a4f703555d2dd5f8382b5,4a6f6cd7b3fa8d3f9a370adfdad0fa97,canceled,2018-01-23 09:48:56,2018-01-23 10:20:10,2018-01-24 21:04:56,,2018-02-22 00:00:00
ca0b30de0e60967b91fd5366743ba643,fcdd6eb28f7ee1db301d1175f0a7b392,delivered,2017-10-31 11:15:17,2017-10-31 11:30:41,2017-11-01 19:12:23,2017-11-07 17:44:04,2017-11-08 00:00:00
add917dceddf24259c12174aba0159f2,8649595b9d01b639788a38ecf1a1ce06,delivered,2017-12-20 11:20:14,2017-12-20 11:51:46,2017-12-21 21:19:07,2018-01-04 20:39:00,2018-01-22 00:00:00
37b1281795f5155c913abe0c05f43b4a,8fbd5b048cd28151d592f67319423ae8,delivered,2018-04-02 20:19:13,2018-04-02 20:30:39,2018-04-03 19:51:40,2018-05-04 17:08:46,2018-04-30 00:00:00
a4ca2ef2db84bd36005b60249c9600d7,ddac89832685bb48ae7c04d0079da1ea,delivered,2018-07-14 20:21:30,2018-07-14 20:30:32,2018-08-02 07:17:00,2018-08-08 23:50:47,2018-08-06 00:00:00
ec9f9865708006552e26ff7a0e56738b,ceab1b83992b155eb6d4dc4f94156c3e,delivered,2017-09-22 13:43:56,2017-09-22 14:42:11,2017-09-25 20:25:05,2017-10-04 23:37:52,2017-10-23 00:00:00
2c0e90a2bdcffa59af23fe752aa40541,8dc0322817620f287ac81305111678af,delivered,2018-04-28 21:31:30,2018-05-01 06:12:53,2018-05-02 16:58:00,2018-06-15 16:08:49,2018-05-28 00:00:00
6d4dd79bee1e2a93f09c9501c2ff87e7,08226425318d264796a7b7e32b9a1bf3,delivered,2017-11-24 12:47:44,2017-11-24 15:14:34,2017-11-29 23:12:16,2017-12-29 17:56:26,2017-12-14 00:00:00
6fb61aa0a0b7b2095b397d85d36693c5,6476f290769184b3ee9d2666d7178073,delivered,2018-02-26 10:03:54,2018-02-26 11:21:40,2018-02-28 10:42:17,2018-03-08 18:57:34,2018-03-21 00:00:00
dba5062fbda3af4fb6c33b1e040ca38f,964a6df3d9bdf60fe3e7b8bb69ed893a,created,2018-02-09 17:21:04,,,,2018-03-07 00:00:00
1591f1de66fc6657c009d107db35c4d2,04361b218639fa1eea85ab84aebcab7f,delivered,2018-02-08 19:43:13,2018-02-08 19:55:26,2018-02-14 15:30:44,2018-02-24 13:53:26,2018-03-07 00:00:00
87035570c6fd0cc3421349131411fdfe,848a74f166dd8555ddff084687ccf394,delivered,2018-06-22 22:39:55,2018-06-23 01:40:00,2018-06-25 08:05:00,2018-06-28 22:14:32,2018-07-16 00:00:00
44e5526a372b341ea535cb50b86eb7f1,45fee17cffb3963103972ea429d0d28b,delivered,2017-12-23 18:43:15,2017-12-27 04:14:52,2018-01-03 21:07:00,2018-01-04 16:04:38,2018-01-15 00:00:00
fea523ebb7e205d346f445544e0a18fd,fbf15dd7058613351fcd0f821a222933,delivered,2018-08-17 12:46:57,2018-08-17 14:15:18,2018-08-17 13:35:00,2018-08-24 22:12:54,2018-09-05 00:00:00
39dbaa2c58bbe0be46bc4a525f24eda6,f5f3d53331563428fe4ab339f29757d1,delivered,2017-08-31 17:56:08,2017-08-31 18:05:23,2017-09-01 18:57:46,2017-09-15 21:52:08,2017-09-22 00:00:00
1769cdad44f0f8456b101d679f33c9f1,404e67122d00aaf4e82413c0355aca9d,shipped,2018-03-31 17:22:04,2018-03-31 17:35:08,2018-04-05 00:20:54,,2018-05-16 00:00:00
4483bebac87f089540f2e5be0a6589f6,10b7134ae8b326cdb2d42aedd3093bc7,shipped,2017-08-18 18:38:54,2017-08-18 18:50:19,2017-08-21 14:13:59,,2017-09-12 00:00:00
a0d5633fe92946ea39b59d2fd89d249c,2936a5186c34f7fa84440ad1a34d385a,delivered,2017-12-28 15:32:45,2017-12-28 15:47:35,2018-01-05 22:59:18,2018-01-16 22:13:29,2018-01-30 00:00:00
5a528ee290cb0fa6e22acf467ea33c09,f09d58eff599c9908ddf3a4ea15e6348,delivered,2017-03-13 16:15:38,2017-03-13 16:15:38,2017-03-14 06:21:52,2017-03-21 16:15:16,2017-04-04 00:00:00
ec88157ad03aa203c3fdfe7bace5ab6b,1642b8087a8ca0c8592becff7e183c98,delivered,2017-12-15 13:01:26,2017-12-15 13:13:11,2017-12-16 15:12:25,2017-12-21 00:32:46,2018-01-04 00:00:00
f4dcd6f5120e9e46509a58be9e7462f2,c61f5ec2a237a476d50b5194f90af516,shipped,2018-08-02 16:04:26,2018-08-03 02:50:36,2018-08-03 14:34:00,,2018-08-15 00:00:00
bb6a7f8cd819560d278d618a0673dd4b,17650d8fd018ca863381864aa56161fc,delivered,2017-09-19 10:33:10,2017-09-19 11:04:41,2017-09-21 19:43:23,2017-09-25 17:15:47,2017-10-05 00:00:00
94ab04bddd7b1b7e183c95cce062c3f5,eaa1126189a8602421bc4c206273ff41,delivered,2017-07-05 17:00:12,2017-07-08 00:10:26,2017-07-10 12:22:12,2017-07-26 17:36:55,2017-08-04 00:00:00
e72e22dce48aaee824371b8e02641f15,d1ea8164411774eb6b46718f894eaace,delivered,2017-10-16 10:31:44,2017-10-16 10:49:22,2017-10-19 20:37:46,2017-10-25 21:37:54,2017-11-03 00:00:00
acbcf9f01dae9955841ae74fa15840fc,ab3f362c25285fc675fce6743239026b,delivered,2017-12-06 10:42:54,2017-12-06 11:31:04,2017-12-12 17:57:46,2017-12-28 15:53:38,2018-01-03 00:00:00
097dcfb34c6a0d697daa747d943dc1e8,465b31d7c23135270135b437d3d15fdb,delivered,2018-03-18 17:44:13,2018-03-18 18:08:00,2018-03-19 20:38:10,2018-03-23 01:20:59,2018-04-02 00:00:00
19428d94d47ebaa715faa60f63186de6,35305c48e57a6259af306e3f2c9fb553,delivered,2018-01-29 11:30:46,2018-01-29 12:00:23,2018-01-31 21:13:23,2018-03-02 19:07:20,2018-03-13 00:00:00
759f94e96d5f349e21653a23e4104bf9,3cddce665511ae4a0a9dab14c29a0486,delivered,2017-12-24 19:46:42,2017-12-27 04:09:30,2017-12-27 18:32:33,2018-01-08 18:49:19,2018-01-16 00:00:00
5b93109649fd0855758bb61ef5fc3d37,90a58b8dfd590f9303aab89bfb08a33b,delivered,2018-04-10 17:50:13,2018-04-10 18:09:12,2018-04-11 17:03:27,2018-04-25 22:37:27,2018-05-07 00:00:00
6768cb78210385f2578f95a1329fe903,3c278b64635e0f03e12d2dc862f49e72,delivered,2017-12-12 21:08:28,2017-12-12 21:31:16,2017-12-14 16:43:40,2018-01-04 17:09:58,2018-01-10 00:00:00
24197cf765af52797f30b528ab2af7ea,5d83fb6702300aee684f3e30a1682754,delivered,2017-03-31 16:18:40,2017-03-31 16:30:16,2017-04-03 09:41:33,2017-04-06 14:54:32,2017-04-20 00:00:00
b94d017913e0b697201de9ec22c23f46,cf48656f8158483ef39e8c31b49d7033,delivered,2018-08-16 10:11:23,2018-08-17 03:31:08,2018-08-17 14:50:00,2018-08-20 19:54:35,2018-08-22 00:00:00
556c0a42a8e9e57a6e411701908f0fd3,caf48213c41ea6497001587eb1456a4d,delivered,2018-07-09 03:40:22,2018-07-09 03:50:07,2018-07-18 15:04:00,2018-07-23 13:08:31,2018-07-27 00:00:00
1662797f04736ea5acb5de67d5672fcc,c82367a413b58dcccbad4eb8a50e8945,delivered,2018-03-16 19:39:14,2018-03-16 19:55:22,2018-03-19 19:51:55,2018-04-05 20:59:37,2018-04-05 00:00:00
67769a73846d87e262821ff4761545d4,f158fc2fa2ef6499597207f4dcc7a6ed,delivered,2017-04-25 16:33:00,2017-04-25 16:45:16,2017-04-26 12:18:13,2017-05-02 11:14:41,2017-05-30 00:00:00
0f9dcd718955037bf65c97edcee390ff,1b0a218005553bbb622b569970807457,delivered,2018-06-26 23:44:15,2018-06-27 01:35:26,2018-06-28 14:35:00,2018-07-03 20:16:46,2018-07-25 00:00:00
5ca70501fc222cd2653be2b9993e4a8d,e0823accb8c5a10158bdb45081c58d68,delivered,2018-03-12 09:56:01,2018-03-12 10:15:50,2018-03-16 19:05:59,2018-04-20 16:18:47,2018-04-02 00:00:00
b87c9466fb7a6b04a632222b07c1922d,f69987b9f125768a2cf3243679536a80,delivered,2017-09-15 11:59:48,2017-09-15 12:10:17,2017-10-10 19:39:53,2017-10-20 21:42:47,2017-10-04 00:00:00
5abf37ab57e23f69a9c8ab98c4800273,19a045432879d6ddb4fd5611a0e2ba5b,canceled,2018-01-28 00:25:15,2018-01-28 00:36:35,2018-02-01 20:07:57,,2018-02-20 00:00:00
d265c4938775151455ccd396e3261cf3,2dc3ac5aa15ab1f73e0a967eee09c436,delivered,2017-05-20 00:19:41,2017-05-20 01:22:47,2017-05-24 10:57:58,2017-06-01 15:09:42,2017-06-20 00:00:00
d40dbedba7f8e8c83567c4096c8ab8c1,1212da3795e784371c8305d0e0dae7f8,delivered,2018-04-03 11:34:06,2018-04-03 11:49:04,2018-04-05 00:21:45,2018-04-11 00:47:42,2018-04-26 00:00:00
a97db97f3de8482639f040b8e6a81be3,e07998356beee5173909c8a6df66b48b,delivered,2018-03-01 02:46:15,2018-03-01 02:55:29,2018-03-15 01:58:41,2018-03-27 19:27:43,2018-03-19 00:00:00
4ba72cb793dc362c1195e6237b2c936f,61bc2c21e6442ddfeec440244439068a,delivered,2018-04-17 21:21:49,2018-04-17 21:31:01,2018-04-19 22:41:17,2018-06-07 19:43:45,2018-05-16 00:00:00
0f7384f686835a44a5051256f65b5b8e,50984928ebfb25a78ae17e6f74947d2f,delivered,2018-02-15 21:07:09,2018-02-16 11:50:29,2018-02-22 20:29:00,2018-03-07 17:08:41,2018-03-19 00:00:00
cf95215a722f3ebf29e6bbab87a29e61,e2a8d07201639004b090670ce5efe355,delivered,2017-08-25 17:14:15,2017-08-25 17:30:13,2017-08-28 13:14:14,2017-09-04 20:13:06,2017-09-15 00:00:00
d5b96096b282a551c36fc1d4a9bb2f75,a8c3aa97105dafd8f641edcb5cf6a341,delivered,2018-04-30 22:12:33,2018-05-01 03:32:37,2018-05-03 15:12:00,2018-05-15 15:28:57,2018-05-25 00:00:00
b52571bcd79c8d0e16272c548228a5a4,cf3772ed0c2c62f2411ec6bafa1be74c,delivered,2017-12-06 10:51:17,2017-12-06 11:14:49,2017-12-11 14:49:21,2017-12-26 20:49:01,2018-01-03 00:00:00
bcbd3afc999b3fa9dbd61efb370239dd,87394943aaa0bdfb58be8462b549eb95,delivered,2018-08-16 12:31:47,2018-08-18 02:50:15,2018-08-20 19:02:00,2018-08-23 04:13:29,2018-08-22 00:00:00
3dfb50022bb703d781966370133ed7a5,e0ef4d2528118e7e4798cfac790e0afe,delivered,2018-02-07 00:09:11,2018-02-07 00:30:42,2018-02-07 19:54:42,2018-02-27 02:52:21,2018-03-12 00:00:00
e884a5f13002803a9e393c21d0c1b257,cb6967ba89bf0c0146e4cb9eeb5b440d,delivered,2017-08-16 13:10:41,2017-08-16 13:30:18,2017-08-18 13:44:40,2017-09-05 17:00:13,2017-09-18 00:00:00
df173dfd3b854c43b8cb8b73c5dbcd15,3f3d6985591aaa8288b1975674698342,delivered,2018-03-18 00:23:20,2018-03-20 03:08:29,2018-03-21 19:04:08,2018-04-04 16:50:51,2018-04-05 00:00:00
c71145d06b89602679deb5e8a297f10b,9fcecafb0c3710ed3c64e9ea175ce250,shipped,2018-04-05 19:38:05,2018-04-06 19:30:22,2018-04-09 17:41:52,,2018-04-27 00:00:00
3c0b55362db9e4d58bc57e08f27bc7f7,810a1114071535cd94e036517d4f95d7,delivered,2018-05-24 10:08:31,2018-05-24 10:33:05,2018-06-04 05:22:00,2018-07-11 15:54:47,2018-07-02 00:00:00
07b9210fa8f57b996c79cb931e817393,fd53366df6136213ab393be0c5e2802f,shipped,2018-01-25 03:24:05,2018-01-26 03:16:50,2018-01-26 21:03:50,,2018-02-22 00:00:00
cc0c2816e800ee2d10ad0d51f37ab289,c2da460f1f7e4a5023452f6bfa2ae656,delivered,2018-07-17 15:36:30,2018-07-17 15:45:29,2018-07-26 11:05:00,2018-07-31 22:12:24,2018-08-10 00:00:00
873950bfe2dcc227baea5f82f8f2a438,b17c7301c206c221fb2ee6552862dd32,delivered,2017-11-11 12:36:42,2017-11-11 12:50:46,2017-11-13 17:55:05,2017-11-15 12:54:40,2017-11-27 00:00:00
8e084e8efad16f27d7f26e71af985ce2,bd3d0f3d1788cdcc21aa86f223d60b7b,delivered,2018-03-07 22:11:46,2018-03-07 22:28:33,2018-03-08 16:38:48,2018-04-12 16:03:37,2018-04-03 00:00:00
1ca238d5d47be7f4da4d8d22f33ed7ca,bf57e3659efaa70a4a20f40a78618259,delivered,2017-03-09 23:42:58,2017-03-09 23:42:58,2017-03-13 09:31:17,2017-03-16 11:39:04,2017-04-04 00:00:00
7fece9c7487cb93f6d37df78e2283d07,e34c642add1c46f0904e95997afac775,shipped,2018-04-11 21:29:11,2018-04-12 11:15:25,2018-04-12 22:54:26,,2018-05-10 00:00:00
a46e7e8e02915adecb392ad065121a51,0ef4273145d74465c180b6a9fbb9799b,delivered,2018-08-17 10:59:18,2018-08-18 10:50:41,2018-08-24 14:21:00,2018-08-29 20:03:26,2018-09-27 00:00:00
9674b842cc1b2c01f254872763800c1e,3652430bba4db0cca852f701651d7b9a,delivered,2018-07-31 16:19:44,2018-07-31 17:31:11,2018-08-01 13:16:00,2018-08-03 23:48:49,2018-08-07 00:00:00
2cce76800d1714350808d3b4c0a48d58,5030a4d1a017db1f978c6ea1260d1ac9,delivered,2017-05-20 16:37:21,2017-05-20 16:50:17,2017-05-23 14:28:46,2017-06-07 07:26:47,2017-06-14 00:00:00
26e91b596719ec194aaac895f6d2554b,0fc8fcca7eb5aa34b1dd8c4c0491d95e,delivered,2017-06-22 16:38:20,2017-06-22 16:50:13,2017-07-06 10:07:40,2017-08-04 19:10:13,2017-07-19 00:00:00
908e9be16fe93027637f6ffadae3bd15,fcf34db4bf62be566ac41f0e19c1ae48,delivered,2017-03-13 13:33:07,2017-03-13 13:33:07,2017-03-16 15:17:36,2017-03-22 09:14:59,2017-03-30 00:00:00
3213c825fd43c3d2aa27fed77ef29519,0793d48afb00826267d39338071213d1,shipped,2018-08-07 21:40:46,2018-08-08 14:35:16,2018-08-09 14:06:00,,2018-08-10 00:00:00
3e721650e845549cd3268a5749f843fb,387f1a0d6f1e26985d57745d0f7d6e71,delivered,2017-12-14 18:34:09,2017-12-14 18:52:15,2018-01-09 15:25:40,2018-01-09 21:46:31,2018-01-19 00:00:00
9bd01f4522f8744273b5261450ee0c5e,3318f25e21adfc925030d4e0d82833e8,delivered,2017-11-10 17:40:29,2017-11-10 17:56:09,2017-11-16 19:51:17,2017-12-26 14:33:43,2017-12-05 00:00:00
c0a44fead1bf940766c68e73c9224dd2,e40c5dc891386a1b077b5fbf99505e71,delivered,2017-07-24 20:56:42,2017-07-24 21:05:21,2017-07-26 19:49:53,2017-10-14 13:33:12,2017-08-17 00:00:00
8f95199a6809023bbfabcd9759bd04a1,49f554f189c9d30e865dbcd58efafee2,delivered,2017-11-29 16:42:28,2017-11-29 18:12:31,2017-11-30 16:39:11,2017-12-13 19:36:24,2017-12-26 00:00:00
80ef3cee33c2462dc72f8938e980a03e,c9eb9435ff687d924d0ea1741bd1a5a6,delivered,2018-06-23 21:46:52,2018-06-23 22:18:32,2018-06-28 11:22:00,2018-07-05 13:15:48,2018-07-20 00:00:00
d4938fbb008a69c486b8f17c96739905,1579af2301d214c58898416457287574,delivered,2018-06-22 11:48:30,2018-06-26 04:58:44,2018-06-27 11:31:00,2018-07-06 16:48:24,2018-07-25 00:00:00
e9c638926bb5ae1721803a4947acd5dc,9797bed4994ab39ad940b6e7b0c67536,delivered,2017-07-06 01:37:52,2017-07-06 01:45:11,2017-07-12 13:52:13,2017-07-27 20:16:39,2017-07-28 00:00:00
0a9c633395c19d5fa38b9e5313db37a6,13e0a2bb02a7e89185cb36c53db4473a,delivered,2018-03-01 21:21:22,2018-03-01 21:30:48,2018-03-02 19:52:12,2018-03-21 01:51:55,2018-03-22 00:00:00
d0f5d1785b4b1dd03967007b09457903,a8b1da1c1ea9d60a78b2c7efc08a9789,delivered,2018-03-09 20:47:26,2018-03-09 21:28:25,2018-03-12 18:18:34,2018-03-23 00:27:19,2018-03-27 00:00:00
965894a29e84a767db7030a6829aa075,09dfcfc2eb69eecaedfdb6855ca8301c,delivered,2018-07-02 19:51:20,2018-07-02 20:10:07,2018-07-03 12:16:00,2018-07-12 14:24:39,2018-08-06 00:00:00
27d17edfd5ccc5524ae9a11fa1d2daf9,a77b0439890bc483529d4452eedd68fd,delivered,2018-07-14 11:08:21,2018-07-14 11:24:06,2018-07-24 16:07:00,2018-08-07 12:47:30,2018-08-21 00:00:00
ca07593549f1816d26a572e06dc1eab6,75683a92331068e2d281b11a7866ba44,delivered,2017-02-21 23:31:27,2017-02-23 02:35:15,2017-03-08 13:47:46,2017-09-19 14:36:39,2017-03-22 00:00:00
f77e96b95a568b64ae8fbf7a413c3c4e,99a891c80e1eb56a251c6616d96468f2,shipped,2017-12-03 20:25:13,2017-12-05 20:16:23,2017-12-06 19:12:05,,2017-12-29 00:00:00
4a5a57c482bf855e998fb45fc1173c83,8ea391157fd58ef50df1378e29d36df7,delivered,2018-01-19 23:09:18,2018-01-19 23:18:27,2018-01-23 13:28:46,2018-01-31 21:12:11,2018-02-05 00:00:00
